Country,State,District,Year,Social Group Type,Land Area Size,Category Of Holdings,"Wholly Owned And Self Operated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Owned And Self Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Leased-In Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Leased-In Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Wholly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Area Of Wholly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Owned And Partly Leased-In Holdings (UOM:Number), Scaling Factor:1","Owned Area Of Partly Owned And Partly Leased-In Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Leased Area Of Partly Owned And Partly Leased-In Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Owned And Partly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Owned Area Of Partly Owned And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Operated Area Of Partly Owned And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Leased-In Area Of Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Operated Area Of Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Number), Scaling Factor:1","Owned Area Of Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Leased-In Area Of Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1","Operated Area Of Partly Owned, Partly Leased-In And Partly Otherwise Operated Holdings (UOM:Ha(Hectare)), Scaling Factor:1"
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lohit,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,470,220.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,810,790.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,841,1110.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,1524,3067.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1644,5395.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,972,4155.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,540,3026.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,304,2582.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,127,1399.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,75,31.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,2,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Longding,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,45,11.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,21,11.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,175,233.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,253,576.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,146,459.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,163,698.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,342,1968.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,169,1402.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,197,2511.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,147,4685.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,30,4.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,5,2.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,14,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,14,30.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,4,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,1739,665.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,2062,1253.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,2103,2265.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,2016,4410.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,1245,3881.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,397,1688.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,243,1416.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,60,476.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,5,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,15,478.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,39,12.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,74,41.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,33,38.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,20,42.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,5,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,10,53.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,5,37.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Lower Subansiri,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Arunachal Pradesh,Namsai,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
